element	sp_num	obs_wl_vac(nm)	unc_obs_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref
O	1	"637.608"	"0.010"	"100"	""		"14.1337323"	"16.0782511"	"2s2.2p3.(2D*).3p"	"1F"	"3"	"2s2.2p3.(2D*).4d"	"3G*"	"4"		""	"L3760"
C	1	"638.0554"	"0.0014"	"1700"	""		"8.771134696"	"10.7142898"	"2s2.2p.3p"	"3S"	"1"	"2s2.2p.6s"	"1P*"	"1"		""	"L17684"
N	2	"638.138"	"0.010"	"360"	"3.52e+06"	B	"18.466228"	"20.409133"	"2s2.2p.3s"	"3P*"	"1"	"2s2.2p.3p"	"1P"	"1"		"T7333"	"L3513"
N	4	"638.253"	"0.010"	"150"	"1.42e+07"	B	"48.21183"	"50.15439"	"1s2.2s.3s"	"1S"	"0"	"1s2.2s.3p"	"1P*"	"1"		"T5633"	"L4738"
C	2	"638.749"	"0.004"	"5h"	"4.35e+06"	C+	"26.635493"	"28.576543"	"2s.2p.(3P*).4p"	"4D"	"7/2"	"2s.2p.(3P*).5d"	"4F*"	"9/2"		"T10528"	"L1176"
C	1	"639.1637"	"0.0014"	"5200"	""		"8.771134696"	"10.710924"	"2s2.2p.3p"	"3S"	"1"	"2s2.2p.5d"	"3D*"	"2"		""	"L17684"
C	1	"639.9748"	"0.0014"	"11000"	"5.e+05"	D	"8.771134696"	"10.708468"	"2s2.2p.3p"	"3S"	"1"	"2s2.2p.6s"	"3P*"	"2"		"T5520LS"	"L17684"
N	1	"641.342"	"0.010"	"185"	"7.86e+05"	C	"11.7528949"	"13.6860943"	"2s2.2p2.(3P).3p"	"4D*"	"3/2"	"2s2.2p2.(3P).4d"	"4D"	"1/2"		"u18,LS"	"L3513"
C	1	"641.5326"	"0.0014"	"6400"	"5.e+05"	D	"8.771134696"	"10.7037605"	"2s2.2p.3p"	"3S"	"1"	"2s2.2p.6s"	"3P*"	"1"		"T5520LS"	"L17684"
C	1	"641.9318"	"0.0014"	"3300"	"5.e+05"	D	"8.771134696"	"10.702560"	"2s2.2p.3p"	"3S"	"1"	"2s2.2p.6s"	"3P*"	"0"		"T5520LS"	"L17684"
N	1	"642.241"	"0.010"	"210"	"8.97e+05"	C	"11.7575319"	"13.6880236"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"	"2s2.2p2.(3P).4d"	"4D"	"5/2"		"u18,LS"	"L3513"
N	1	"642.480"	"0.010"	"210"	"5.47e+05"	C	"11.7575319"	"13.6872930"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"	"2s2.2p2.(3P).4d"	"4D"	"3/2"		"u18,LS"	"L3513"
N	1	"643.010"	"0.010"	"210"	""		""	""	""	""	""	""	""	""		""	"L3513"
C	1	"643.102"	"0.016"	"2000w,bl(Fe)"	""		"9.17184612"	"11.099755"	"2s2.2p.3p"	"1S"	"0"	"2s2.2p.(2P*<3/2>).9d"	"2[3/2]*"	"1"		""	"L2138"
N	1	"643.946"	"0.010"	"185"	""		""	""	""	""	""	""	""	""		""	"L3513"
N	1	"644.272"	"0.010"	"235"	"1.33e+06"	C	"11.7638464"	"13.6882547"	"2s2.2p2.(3P).3p"	"4D*"	"7/2"	"2s2.2p2.(3P).4d"	"4D"	"7/2"		"u18,LS"	"L3513"
O	1	"645.538"	"0.010"	"320"	"1.65e+06"	C+	"10.7402250"	"12.6608569"	"2s2.2p3.(4S*).3p"	"5P"	"1"	"2s2.2p3.(4S*).5s"	"5S*"	"2"		"T5713LS"	"L3760"
N	3	"645.589"	"0.010"	"90"	"1.49e+07"	B	"39.34467"	"41.26516"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2s.2p.(3P*).3d"	"4D*"	"5/2"		"T7192LS"	"L3513"
O	1	"645.622"	"0.010"	"360"	"2.75e+06"	C+	"10.7404756"	"12.6608569"	"2s2.2p3.(4S*).3p"	"5P"	"2"	"2s2.2p3.(4S*).5s"	"5S*"	"2"		"T5713LS"	"L3760"
O	1	"645.776"	"0.010"	"400"	"3.85e+06"	C+	"10.7409314"	"12.6608569"	"2s2.2p3.(4S*).3p"	"5P"	"3"	"2s2.2p3.(4S*).5s"	"5S*"	"2"		"T5713LS"	"L3760"
O	2	"645.8831"	"0.0010"	"2"	""		"29.797124"	"31.7167360"	"2s2.2p2.(3P).4s"	"2P"	"1/2"	"2s2.2p2.(3P).4f D"	"2[2]*"	"3/2"		""	"L10621"
O	2	"645.9591"	"0.0010"	"2*"	""		"34.200067"	"36.119449"	"2s2.2p2.(1D).4f G"	"2[4]*"	"9/2"	"2s2.2p2.(1D<2>).6g"	"2[5]"	"11/2"		""	"L6336"
O	2	"645.9591"	"0.0010"	"2*"	""		"34.200067"	"36.119449"	"2s2.2p2.(1D).4f G"	"2[4]*"	"9/2"	"2s2.2p2.(1D<2>).6g"	"2[5]"	"9/2"		""	"L6336"
O	2	"645.9591"	"0.0010"	"2*"	""		"34.200067"	"36.119449"	"2s2.2p2.(1D).4f G"	"2[4]*"	"7/2"	"2s2.2p2.(1D<2>).6g"	"2[5]"	"9/2"		""	"L6336"
N	1	"645.968"	"0.010"	"185"	""		""	""	""	""	""	""	""	""		""	"L3513"
C	2	"646.364"	"0.004"	"64*"	"2.20e+07"	B	"20.950632"	"22.868823"	"2s2.4f"	"2F*"	"5/2"	"2s2.6g"	"2G"	"7/2"		"T7476"	"L21568,L1176"
C	2	"646.364"	"0.004"	"64*"	"2.29e+07"	B	"20.950654"	"22.868828"	"2s2.4f"	"2F*"	"7/2"	"2s2.6g"	"2G"	"9/2"		"T7476"	"L21568,L1176"
C	2	"646.364"	"0.004"	"64*"	"8.1e+05"	C	"20.950654"	"22.868823"	"2s2.4f"	"2F*"	"7/2"	"2s2.6g"	"2G"	"7/2"		"T10276"	"L21568,L1176"
N	3	"646.881"	"0.010"	"120"	"2.11e+07"	B	"39.35199"	"41.26864"	"2s.2p.(3P*).3p"	"4P"	"5/2"	"2s.2p.(3P*).3d"	"4D*"	"7/2"		"T7192LS"	"L3513"
N	1	"647.023"	"0.010"	"300"	""		""	""	""	""	""	""	""	""		""	"L3513"
O	2	"647.3212"	"0.0010"	"6*"	""		"31.729084"	"33.644428"	"2s2.2p2.(3P).4f D"	"2[1]*"	"3/2"	"2s2.2p2.(3P<2>).6g"	"2[2]"	"5/2"		""	"L6336"
O	2	"647.3212"	"0.0010"	"6*"	""		"31.729084"	"33.644428"	"2s2.2p2.(3P).4f D"	"2[1]*"	"3/2"	"2s2.2p2.(3P<2>).6g"	"2[2]"	"3/2"		""	"L6336"
O	2	"647.5680"	"0.0010"	"1"	""		"34.204965"	"36.119578?"	"2s2.2p2.(1D).4f F"	"2[3]*"	"7/2"	"2s2.2p2.(1D<2>).6g"	"2[4]"	"9/2"		""	"L6336"
O	2	"647.7063"	"0.0010"	"6"	""		"28.8570199"	"30.771222"	"2s2.2p2.(3P).3d"	"4D"	"5/2"	"2s2.2p2.(3P).4p"	"2D*"	"5/2"		""	"L10621"
O	2	"647.9700"	"0.0010"	"10"	""		"28.8577953"	"30.771222"	"2s2.2p2.(3P).3d"	"4D"	"7/2"	"2s2.2p2.(3P).4p"	"2D*"	"5/2"		""	"L10621"
N	1	"648.350"	"0.010"	"265"	"3.43e+06"	C	"11.7500916"	"13.6623958"	"2s2.2p2.(3P).3p"	"4D*"	"1/2"	"2s2.2p2.(3P).4d"	"4F"	"3/2"		"u18,LS"	"L3513"
N	2	"648.384"	"0.010"	"750"	"2.58e+07"	B+	"18.496930"	"20.409133"	"2s2.2p.3s"	"1P*"	"1"	"2s2.2p.3p"	"1P"	"1"		"T7333"	"L3513"
N	1	"648.449"	"0.010"	"360"	"4.90e+06"	C	"11.7638464"	"13.6758579"	"2s2.2p2.(3P).3p"	"4D*"	"7/2"	"2s2.2p2.(3P).4d"	"4F"	"9/2"		"u18,LS"	"L3513"
N	1	"648.554"	"0.010"	"300"	"3.67e+06"	C	"11.7528949"	"13.6645956"	"2s2.2p2.(3P).3p"	"4D*"	"3/2"	"2s2.2p2.(3P).4d"	"4F"	"5/2"		"u18,LS"	"L3513"
O	2	"648.5771"	"0.0010"	"12"	""		"31.147582"	"33.059219"	"2s2.2p2.(1D).3d"	"2F"	"7/2"	"2s2.2p2.(1D).4p"	"2D*"	"5/2"		""	"L10621"
N	1	"648.659"	"0.010"	"325"	"4.20e+06"	C	"11.7575319"	"13.6689216"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"	"2s2.2p2.(3P).4d"	"4F"	"7/2"		"u18,LS"	"L3513"
O	2	"648.6885"	"0.0010"	"7"	""		"31.7097189"	"33.621024"	"2s2.2p2.(3P).4f G"	"2[3]*"	"5/2"	"2s2.2p2.(3P<1>).6g"	"2[4]"	"7/2"		""	"L6336"
O	2	"648.8253"	"0.0010"	"7"	""		"31.7101222"	"33.621024"	"2s2.2p2.(3P).4f G"	"2[3]*"	"7/2"	"2s2.2p2.(3P<1>).6g"	"2[4]"	"9/2"		""	"L6336"
N	1	"649.301"	"0.010"	"160"	"1.37e+06"	C	"11.7528949"	"13.6623958"	"2s2.2p2.(3P).3p"	"4D*"	"3/2"	"2s2.2p2.(3P).4d"	"4F"	"3/2"		"u18,LS"	"L3513"
O	2	"649.3718"	"0.0010"	"11"	""		"31.147904"	"33.057203"	"2s2.2p2.(1D).3d"	"2F"	"5/2"	"2s2.2p2.(1D).4p"	"2D*"	"3/2"		""	"L10621"
O	2	"649.7597"	"0.0010"	"11bl*"	"1.48e+06"	D	"28.8630624"	"30.771222"	"2s2.2p2.(3P).3d"	"2F"	"5/2"	"2s2.2p2.(3P).4p"	"2D*"	"5/2"		"T5723LS"	"L6336"
O	2	"649.7597"	"0.0010"	"11bl*"	""		"31.7371628"	"33.645318"	"2s2.2p2.(3P).4f G"	"2[5]*"	"11/2"	"2s2.2p2.(3P<2>).6g"	"2[6]"	"13/2"		""	"L6336"
O	2	"650.0212"	"0.0010"	"7"	""		"31.7379195"	"33.645307"	"2s2.2p2.(3P).4f G"	"2[5]*"	"9/2"	"2s2.2p2.(3P<2>).6g"	"2[6]"	"11/2"		""	"L6336"
N	1	"650.134"	"0.010"	"210"	"1.18e+06"	C	"11.7575319"	"13.6645956"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"	"2s2.2p2.(3P).4d"	"4F"	"5/2"		"u18,LS"	"L3513"
O	5	"650.204"	"0.010"	"130"	"1.11e+07"	B	"84.01975"	"85.92660"	"1s2.2p.(2P*<3/2>).3p"	"3D"	"3"	"1s2.2p.(2P*<3/2>).3d"	"3F*"	"4"		"T3843n"	"L552"
O	2	"650.2624"	"0.0010"	"4"	""		"31.7015121"	"33.608192"	"2s2.2p2.(3P).4f D"	"2[3]*"	"5/2"	"2s2.2p2.(3P<0>).6g"	"2[4]"	"7/2"		""	"L6336"
O	2	"650.3206"	"0.0010"	"7"	""		"31.7016866"	"33.608197"	"2s2.2p2.(3P).4f D"	"2[3]*"	"7/2"	"2s2.2p2.(3P<0>).6g"	"2[4]"	"9/2"		""	"L6336"
O	2	"650.3984"	"0.0010"	"4"	""		"31.7167360"	"33.623017"	"2s2.2p2.(3P).4f D"	"2[2]*"	"3/2"	"2s2.2p2.(3P<1>).6g"	"2[3]"	"5/2"		""	"L6336"
O	2	"650.4247"	"0.0010"	"5"	""		"31.7168283"	"33.623032"	"2s2.2p2.(3P).4f D"	"2[2]*"	"5/2"	"2s2.2p2.(3P<1>).6g"	"2[3]"	"7/2"		""	"L6336"
O	2	"650.7825"	"0.0010"	"7"	""		"31.147582"	"33.052740"	"2s2.2p2.(1D).3d"	"2F"	"7/2"	"2s2.2p2.(1D).4p"	"2F*"	"7/2"		""	"L10621"
N	1	"650.811"	"0.010"	"185"	"6.91e+05"	C	"11.7638464"	"13.6689216"	"2s2.2p2.(3P).3p"	"4D*"	"7/2"	"2s2.2p2.(3P).4d"	"4F"	"7/2"		"u18,LS"	"L3513"
O	2	"651.1510"	"0.0010"	"8"	""		"31.7185870"	"33.622665"	"2s2.2p2.(3P).4f G"	"2[4]*"	"9/2"	"2s2.2p2.(3P<1>).6g"	"2[5]"	"11/2"		""	"L6336"
O	2	"651.2421"	"0.0010"	"8bl"	""		"31.718825"	"33.622639"	"2s2.2p2.(3P).4f G"	"2[4]*"	"7/2"	"2s2.2p2.(3P<1>).6g"	"2[5]"	"9/2"		""	"L6336"
O	2	"651.2551"	"0.0010"	"13"	""		"31.147904"	"33.051674"	"2s2.2p2.(1D).3d"	"2F"	"5/2"	"2s2.2p2.(1D).4p"	"2F*"	"5/2"		""	"L10621"
O	2	"653.7634"	"0.0010"	"3"	""		"29.820351"	"31.7168283"	"2s2.2p2.(3P).4s"	"2P"	"3/2"	"2s2.2p2.(3P).4f D"	"2[2]*"	"5/2"		""	"L10621"
O	2	"653.9363"	"0.0010"	"3"	""		"31.7503204"	"33.646287"	"2s2.2p2.(3P).4f F"	"2[2]*"	"3/2"	"2s2.2p2.(3P<2>).6g"	"2[3]"	"5/2"		""	"L6336"
O	2	"654.1176"	"0.0010"	"4"	""		"31.7508339"	"33.646271"	"2s2.2p2.(3P).4f F"	"2[2]*"	"5/2"	"2s2.2p2.(3P<2>).6g"	"2[3]"	"7/2"		""	"L6336"
O	2	"655.1953"	"0.0010"	"16"	""		"28.8570199"	"30.749350"	"2s2.2p2.(3P).3d"	"4D"	"5/2"	"2s2.2p2.(3P).4p"	"2D*"	"3/2"		""	"L10621"
O	2	"655.2408"	"0.0010"	"4"	""		"31.7552335"	"33.647427"	"2s2.2p2.(3P).4f F"	"2[3]*"	"7/2"	"2s2.2p2.(3P<2>).6g"	"2[4]"	"9/2"		""	"L6336"
O	2	"655.3567"	"0.0010"	"4"	""		"31.7555502"	"33.647408"	"2s2.2p2.(3P).4f F"	"2[3]*"	"5/2"	"2s2.2p2.(3P<2>).6g"	"2[4]"	"7/2"		""	"L6336"
O	2	"655.6430"	"0.0010"	"3"	""		"31.7552335"	"33.646271"	"2s2.2p2.(3P).4f F"	"2[3]*"	"7/2"	"2s2.2p2.(3P<2>).6g"	"2[3]"	"7/2"		""	"L6336"
O	2	"655.7656"	"0.0010"	"7"	""		"31.7568211"	"33.647500"	"2s2.2p2.(3P).4f F"	"2[4]*"	"9/2"	"2s2.2p2.(3P<2>).6g"	"2[5]"	"11/2"		""	"L6336"
O	2	"655.7879"	"0.0010"	"4*"	""		"34.233210"	"36.123830"	"2s2.2p2.(1D).4f H"	"2[5]*"	"9/2"	"2s2.2p2.(1D<2>).6g"	"2[6]"	"11/2"		""	"L6336"
O	2	"655.7879"	"0.0010"	"4*"	""		"34.233220"	"36.123830"	"2s2.2p2.(1D).4f H"	"2[5]*"	"11/2"	"2s2.2p2.(1D<2>).6g"	"2[6]"	"13/2"		""	"L6336"
O	2	"655.7879"	"0.0010"	"4*"	""		"31.7568211"	"33.647427"	"2s2.2p2.(3P).4f F"	"2[4]*"	"9/2"	"2s2.2p2.(3P<2>).6g"	"2[4]"	"9/2"		""	"L6336"
O	2	"656.0872"	"0.0010"	"7bl"	""		"31.7577077"	"33.647459"	"2s2.2p2.(3P).4f F"	"2[4]*"	"7/2"	"2s2.2p2.(3P<2>).6g"	"2[5]"	"9/2"		""	"L6336"
O	2	"656.2181"	"0.0010"	"7*"	""		"31.718825"	"33.608197"	"2s2.2p2.(3P).4f G"	"2[4]*"	"7/2"	"2s2.2p2.(3P<0>).6g"	"2[4]"	"9/2"		""	"L10621"
O	2	"656.2181"	"0.0010"	"7*"	""		"29.820351"	"31.7097189"	"2s2.2p2.(3P).4s"	"2P"	"3/2"	"2s2.2p2.(3P).4f G"	"2[3]*"	"5/2"		""	"L10621"
D	1	"656.273687"	"0.000003"	""	"5.3892e+07"	AA	"10.20158115391"	"12.090795987"	"2p"	"2P*"	"1/2"	"3d"	"2D"	"3/2"		"T8637"	"L10167"
D	1	"656.2751979"	"0.0000004"	""	"2.2454e+07"	AA	"10.2015855347428"	"12.0907960185"	"2s"	"2S"	"1/2"	"3p"	"2P*"	"3/2"		"T8637"	"L6891"
D	1	"656.2798684"	"0.0000004"	""	"2.2455e+07"	AA	"10.2015855347428"	"12.0907825741"	"2s"	"2S"	"1/2"	"3p"	"2P*"	"1/2"		"T8637"	"L6891"
D	1	"656.2878934"	"0.0000023"	""	"6.4668e+07"	AA	"10.2016265299"	"12.090800468"	"2p"	"2P*"	"3/2"	"3d"	"2D"	"5/2"		"T8637"	"L10167"
D	1	"656.29360"	"0.00004"	""	"4.2108e+06"	AA	"10.2016265299"	"12.0907838782"	"2p"	"2P*"	"3/2"	"3s"	"2S"	"1/2"		"T8637"	"L4840"
O	2	"656.7097"	"0.0010"	"20"	"2.86e+07"	D	"28.8832609"	"30.771222"	"2s2.2p2.(3P).3d"	"2F"	"7/2"	"2s2.2p2.(3P).4p"	"2D*"	"5/2"		"T5723LS"	"L10621"
C	1	"657.0522"	"0.0014"	"4100"	"3.5e+05"	D	"9.00258381"	"10.889554"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.6d"	"1P*"	"1"		"T5520"	"L17684"
O	2	"657.2915"	"0.0010"	"18"	"2.99e+07"	D	"28.8630624"	"30.749350"	"2s2.2p2.(3P).3d"	"2F"	"5/2"	"2s2.2p2.(3P).4p"	"2D*"	"3/2"		"T5723LS"	"L10621"
B	2	"657.31"	"0.03"	"0.5"	"1.1e+07"	C	"22.53607"	"24.42236"	"1s2.2s.5p"	"1P*"	"1"	"1s2.2p.3p"	"1D"	"2"		"u27"	"L12120"
C	2	"657.98651"	"0.00008"	"510"	"3.66e+07"	A	"14.4488269"	"16.3331238"	"2s2.3s"	"2S"	"1/2"	"2s2.3p"	"2P*"	"3/2"		"T7194"	"L22145,L21572"
C	1	"658.0589"	"0.0014"	"3600"	""		"9.00258381"	"10.886674"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.6d"	"1F*"	"3"		""	"L17684"
C	2	"658.46947"	"0.00012"	"310"	"3.65e+07"	A	"14.4488269"	"16.3317419"	"2s2.3s"	"2S"	"1/2"	"2s2.3p"	"2P*"	"1/2"		"T7194"	"L22145,L21572"
C	1	"658.8092"	"0.0014"	"3600"	"5.e+05"	D	"9.00258381"	"10.884529"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.7s"	"1P*"	"1"		"T5520"	"L17684"
C	1	"658.9428"	"0.0014"	"40000"	"5.1e+06"	B	"8.53709962"	"10.41865840"	"2s2.2p.3p"	"1P"	"1"	"2s2.2p.4d"	"1P*"	"1"		"T5520,T6070"	"L17684"
O	2	"659.0826"	"0.0010"	"6"	""		"29.820351"	"31.7015121"	"2s2.2p2.(3P).4s"	"2P"	"3/2"	"2s2.2p2.(3P).4f D"	"2[3]*"	"5/2"		""	"L10621"
C	1	"659.3267"	"0.0014"	"2300"	"2.0e+05"	D	"8.84658790"	"10.7270516"	"2s2.2p.3p"	"3P"	"0"	"2s2.2p.5d"	"3P*"	"1"		"T5520LS"	"L17684"
C	1	"659.7062"	"0.0014"	"2300"	"6.e+05"	D	"8.848124381"	"10.727508"	"2s2.2p.3p"	"3P"	"1"	"2s2.2p.5d"	"3P*"	"0"		"T5520LS"	"L17684"
C	1	"659.8671"	"0.0014"	"3000"	"1.5e+05"	D	"8.848124381"	"10.7270516"	"2s2.2p.3p"	"3P"	"1"	"2s2.2p.5d"	"3P*"	"1"		"T5520LS"	"L17684"
C	1	"660.4240"	"0.0014"	"5300"	"1.3e+06"	D	"8.848124381"	"10.72546557"	"2s2.2p.3p"	"3P"	"1"	"2s2.2p.5d"	"3P*"	"2"		"T5520LS"	"L17684"
O	1	"660.673"	"0.010"	"80"	""		"14.1337323"	"16.0103676"	"2s2.2p3.(2D*).3p"	"1F"	"3"	"2s2.2p3.(2D*<3/2>).5s"	"1D*"	"2"		""	"L3760"
C	1	"660.7609"	"0.0014"	"2300"	"2.5e+05"	D	"8.850662829"	"10.7270516"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.5d"	"3P*"	"1"		"T5520LS"	"L17684"
N	2	"661.239"	"0.010"	"750"	"6.01e+07"	B	"21.599539"	"23.474568"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.3d"	"1F*"	"3"		"T7333"	"L3513"
C	1	"661.3180"	"0.0014"	"7900"	"4.4e+05"	D	"8.850662829"	"10.72546557"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.5d"	"3P*"	"2"		"T5520LS"	"L17684"
C	1	"661.9069"	"0.0014"	"2000"	""		"9.00258381"	"10.8757182"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.7s"	"3P*"	"1"		""	"L17684"
C	2	"662.388"	"0.009"	"5H*"	"3.0e+04"	D+	"20.950632"	"22.822436"	"2s2.4f"	"2F*"	"5/2"	"2s2.6d"	"2D"	"5/2"		"T10276"	"L1176"
C	2	"662.388"	"0.009"	"5H*"	"5.9e+05"	D+	"20.950654"	"22.822436"	"2s2.4f"	"2F*"	"7/2"	"2s2.6d"	"2D"	"5/2"		"T10276"	"L1176"
C	2	"662.388"	"0.009"	"5H*"	"6.2e+05"	D+	"20.950632"	"22.822350"	"2s2.4f"	"2F*"	"5/2"	"2s2.6d"	"2D"	"3/2"		"T10276"	"L1176"
N	1	"662.437"	"0.010"	"185"	"7.93e+05"	D+	"11.7575319"	"13.6291690"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"	"2s2.2p2.(3P).5s"	"4P"	"5/2"		"u18,LS"	"L3513"
O	2	"662.9215"	"0.0010"	"17"	"1.73e+07"	D	"28.941697"	"30.811970"	"2s2.2p2.(3P).3d"	"2P"	"3/2"	"2s2.2p2.(3P).4p"	"2P*"	"3/2"		"T5723LS"	"L10621"
N	1	"663.877"	"0.010"	"185"	"1.40e+06"	D+	"11.7528949"	"13.6204726"	"2s2.2p2.(3P).3p"	"4D*"	"3/2"	"2s2.2p2.(3P).5s"	"4P"	"3/2"		"u18,LS"	"L3513"
O	2	"664.2888"	"0.0010"	"24"	"9.88e+06"	B+	"23.4191946"	"25.2856211"	"2s2.2p2.(3P).3s"	"2P"	"1/2"	"2s2.2p2.(3P).3p"	"2S*"	"1/2"		"T6172n"	"L10621"
N	1	"664.679"	"0.010"	"235"	"3.49e+06"	D+	"11.7638464"	"13.6291690"	"2s2.2p2.(3P).3p"	"4D*"	"7/2"	"2s2.2p2.(3P).5s"	"4P"	"5/2"		"u18,LS"	"L3513"
O	2	"664.8185"	"0.0010"	"4"	""		"31.7577077"	"33.622639"	"2s2.2p2.(3P).4f F"	"2[4]*"	"7/2"	"2s2.2p2.(3P<1>).6g"	"2[5]"	"9/2"		""	"L10621"
N	1	"664.834"	"0.010"	"185"	"2.18e+06"	D+	"11.7500916"	"13.6149817"	"2s2.2p2.(3P).3p"	"4D*"	"1/2"	"2s2.2p2.(3P).5s"	"4P"	"1/2"		"u18,LS"	"L3513"
C	1	"665.28"	"0.03"	"4200d"	""		"8.850662829"	"10.7142898"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.6s"	"1P*"	"1"		""	"L2138"
O	2	"665.4400"	"0.0010"	"4"	""		"28.6934114"	"30.5566036"	"2s2.2p2.(3P).3d"	"4F"	"7/2"	"2s2.2p2.(3P).4p"	"4P*"	"5/2"		""	"L10621"
N	1	"665.530"	"0.010"	"235"	"2.74e+06"	D+	"11.7575319"	"13.6204726"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"	"2s2.2p2.(3P).5s"	"4P"	"3/2"		"u18,LS"	"L3513"
O	1	"665.567"	"0.010"	"100"	""		"14.3720180"	"16.2348533"	"2s2.2p3.(2P*).3s"	"1P*"	"1"	"2s2.2p3.(2P*).3p"	"1S"	"0"		""	"L3760"
C	1	"665.5783"	"0.0014"	"2400"	""		"8.848124381"	"10.710924"	"2s2.2p.3p"	"3P"	"1"	"2s2.2p.5d"	"3D*"	"2"		""	"L17684"
C	1	"665.6447"	"0.0014"	"5900"	"2.9e+05"	D	"9.00258381"	"10.865203"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.6d"	"1D*"	"2"		"T5520"	"L17684"
C	1	"665.7347"	"0.0014"	"20000"	"5.0e+05"	C	"8.53709962"	"10.3994604"	"2s2.2p.3p"	"1P"	"1"	"2s2.2p.5s"	"1P*"	"1"		"T5520,T6070"	"L17684"
N	1	"665.835"	"0.010"	"210"	"2.17e+06"	D+	"11.7528949"	"13.6149817"	"2s2.2p2.(3P).3p"	"4D*"	"3/2"	"2s2.2p2.(3P).5s"	"4P"	"1/2"		"u18,LS"	"L3513"
C	1	"666.4573"	"0.0014"	"5300"	"2.2e+05"	C	"8.848124381"	"10.708468"	"2s2.2p.3p"	"3P"	"1"	"2s2.2p.6s"	"3P*"	"2"		"T5520LS"	"L17684"
C	1	"666.4884"	"0.0014"	"11000"	""		"8.850662829"	"10.710924"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.5d"	"3D*"	"2"		""	"L17684"
O	2	"666.8508"	"0.0010"	"13"	"6.78e+06"	D	"28.941697"	"30.800949"	"2s2.2p2.(3P).3d"	"2P"	"3/2"	"2s2.2p2.(3P).4p"	"2P*"	"1/2"		"T5723LS"	"L10621"
C	1	"667.3682"	"0.0014"	"11000"	"6.7e+05"	C	"8.850662829"	"10.708468"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.6s"	"3P*"	"2"		"T5520LS"	"L17684"
C	1	"667.5953"	"0.0014"	"8300"	"3.0e+05"	C	"8.84658790"	"10.7037605"	"2s2.2p.3p"	"3P"	"0"	"2s2.2p.6s"	"3P*"	"1"		"T5520LS"	"L17684"
O	2	"667.9706"	"0.0010"	"12"	"3.37e+06"	D	"28.955839"	"30.811970"	"2s2.2p2.(3P).3d"	"2P"	"1/2"	"2s2.2p2.(3P).4p"	"2P*"	"3/2"		"T5723LS"	"L10621"
C	1	"668.5799"	"0.0014"	"8400"	"8.9e+05"	C	"8.848124381"	"10.702560"	"2s2.2p.3p"	"3P"	"1"	"2s2.2p.6s"	"3P*"	"0"		"T5520LS"	"L17684"
C	1	"669.0634"	"0.0014"	"8400"	"3.7e+05"	C	"8.850662829"	"10.7037605"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.6s"	"3P*"	"1"		"T5520LS"	"L17684"
C	1	"671.3144"	"0.0014"	"3500"	"1.0e+05"	C	"8.53709962"	"10.38397899"	"2s2.2p.3p"	"1P"	"1"	"2s2.2p.5s"	"3P*"	"1"		"T6070"	"L17684"
B	2	"671.950"	"0.003"	"0.5"	"1.71e+07"	C	"21.765055"	"23.610196"	"1s2.2s.4d"	"1D"	"2"	"1s2.2s.6f"	"1F*"	"3"		"u27"	"L12120"
O	2	"671.9606"	"0.0010"	"15"	"1.33e+07"	D	"28.955839"	"30.800949"	"2s2.2p2.(3P).3d"	"2P"	"1/2"	"2s2.2p2.(3P).4p"	"2P*"	"1/2"		"T5723LS"	"L10621"
O	2	"672.3254"	"0.0010"	"26"	"1.81e+07"	B+	"23.4415082"	"25.2856211"	"2s2.2p2.(3P).3s"	"2P"	"3/2"	"2s2.2p2.(3P).3p"	"2S*"	"1/2"		"T6172n"	"L10621"
N	1	"672.448"	"0.010"	"185"	"3.56e+06"	C	"11.8444770"	"13.6882547"	"2s2.2p2.(3P).3p"	"4P*"	"5/2"	"2s2.2p2.(3P).4d"	"4D"	"7/2"		"u18,LS"	"L3513"
C	2	"672.551"	"0.004"	"5h*"	"5.3e+05"	C	"20.844740"	"22.688255"	"2s2.4d"	"2D"	"3/2"	"2s2.6p"	"2P*"	"3/2"		"T10276"	"L1176"
C	2	"672.551"	"0.004"	"5h*"	"4.8e+06"	C	"20.844765"	"22.688255"	"2s2.4d"	"2D"	"5/2"	"2s2.6p"	"2P*"	"3/2"		"T10276"	"L1176"
