time (s),dT1 (C),dT2 (C),dT3 (C),dT4 (C),dT5 (C)
0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0
0.15000000000000002,0.0,0.0,0.0,0.0,0.0
0.2,0.25,0.0,0.0,0.0,0.0
0.25,0.25,0.0,0.0,0.25,0.0
0.30000000000000004,0.25,0.0,0.0,0.25,0.0
0.35000000000000003,0.0,0.0,0.0,2.775557561562889e-15,0.0
0.4,0.0,0.0,0.0,0.25,0.0
0.45,0.0,0.0,0.0,0.25,0.25
0.5,0.0,0.0,0.0,0.5,0.5
0.55,0.0,0.0,0.0,0.75,0.75
0.6000000000000001,0.0,0.0,0.0,1.0,1.25
0.65,0.25,0.0,0.0,1.5,1.5
0.7000000000000001,0.25,0.0,0.0,2.0,1.75
0.75,0.25,0.0,0.25,2.25,2.5
0.8,0.25,0.0,0.25,3.25,3.0
0.8500000000000001,0.5,0.0,0.25,3.75,3.5
0.9,0.5,0.25,0.5,4.25,4.5
0.9500000000000001,0.5,0.25,0.5,5.25,5.0
1.0,0.75,0.25,0.5,6.0,5.5
1.05,0.75,0.5,0.75,6.5,6.75
1.1,1.0,0.5,1.0,7.75,7.25
1.1500000000000001,1.25,0.5000000000000111,1.0,9.00000000000001,7.7500000000000115
1.2000000000000002,1.5,0.75,1.5,9.75,9.0
1.25,1.5,0.75,1.75,10.25,9.5
1.3,2.0,1.0,1.75,11.5,10.0
1.35,2.25,1.0,2.0,12.25,11.0
1.4000000000000001,2.25,1.25,2.25,12.75,11.5
1.4500000000000002,2.75,1.5,2.25,13.75,11.75
1.5,3.0,1.75,2.75,14.25,12.5
1.55,3.0,1.75,3.0,14.75,13.0
1.6,3.25,2.0,3.0,15.5,13.25
1.6500000000000001,3.5,2.25,3.5,16.0,14.0
1.7000000000000002,3.5,2.250000000000022,4.0,16.25000000000002,14.25
1.75,4.0,2.5,4.0,17.0,14.5
1.8,4.5,2.75,4.25,17.25,15.0
1.85,4.5,2.75,4.5,17.5,15.25
1.9000000000000001,4.5,3.000000000000011,4.5,18.25,15.25000000000001
1.9500000000000002,5.0,3.25,5.0,18.5,15.75
2.0,5.0,3.5,5.5,18.5,16.0
2.0500000000000003,5.25,3.75,5.5,19.0,16.0
2.1,5.75,4.0,5.75,19.25,16.5
2.15,5.75,4.0,6.0,19.25,16.75
2.2,5.75,4.250000000000022,6.0,19.75,16.75
2.25,6.25,4.5,6.25,20.0,16.75
2.3000000000000003,6.25,4.5,6.75,20.0,17.0
2.35,6.5,4.75,6.75,20.25,17.0
2.4000000000000004,6.75,5.0,7.0,20.25,17.25
2.45,6.75,5.000000000000022,7.25,20.25000000000002,17.25
2.5,7.0,5.25,7.25,20.5,17.25
2.5500000000000003,7.25,5.5,7.5,20.5,17.5
2.6,7.25,5.5,7.75,20.5,17.75
2.6500000000000004,7.5,5.750000000000022,7.75,20.75000000000002,17.75
2.7,7.5,6.0,8.0,21.0,17.75000000000002
2.75,7.5,6.0,8.5,21.0,18.0
2.8000000000000003,7.75,6.25,8.5,21.0,18.0
2.85,8.0,6.5,8.5,21.0,18.0
2.9000000000000004,8.0,6.500000000000022,8.75,21.00000000000002,18.0
2.95,8.25,6.75,9.0,21.25,18.00000000000002
3.0,8.5,6.75,9.0,21.25,18.25
3.0500000000000003,8.5,6.75,9.25,21.25,18.25
3.1,8.5,7.0,9.5,21.25,18.5
3.1500000000000004,8.75,7.25,9.5,21.25,18.5
3.2,8.75,7.250000000000022,9.75,21.25,18.5
3.25,8.75,7.5,9.75,21.25,18.5
3.3000000000000003,9.0,7.5,9.75,21.5,18.5
3.35,9.0,7.5,10.0,21.5,18.5
3.4000000000000004,9.25,7.750000000000022,10.25,21.5,18.75
3.45,9.25,8.0,10.25,21.5,18.74999999999998
3.5,9.25,8.0,10.5,21.5,18.5
3.5500000000000003,9.5,8.0,10.5,21.5,18.75
3.6,9.5,8.25,10.5,21.5,18.75
3.6500000000000004,9.5,8.25,10.75,21.5,18.75
3.7,9.75,8.5,11.0,21.5,19.0
3.75,9.75,8.5,11.0,21.5,19.0
3.8000000000000003,9.75,8.75,11.0,21.5,19.0
3.85,9.75,8.75,11.25,21.5,19.0
3.9000000000000004,10.0,8.75,11.25,21.5,19.0
3.95,10.0,9.0,11.25,21.5,19.0
4.0,10.0,9.0,11.5,21.5,19.0
4.05,10.25,9.0,11.5,21.5,19.0
4.1000000000000005,10.25,9.25,11.5,21.5,19.000000000000046
4.15,10.25,9.25,11.5,21.5,19.25
4.2,10.5,9.25,11.5,21.5,19.25
4.25,10.5,9.5,11.75,21.5,19.25
4.3,10.5,9.5,12.0,21.5,19.25
4.3500000000000005,10.5,9.500000000000044,12.0,21.5,19.25
4.4,10.75,9.75,12.0,21.5,19.25
4.45,10.75,9.75,12.0,21.5,19.25
4.5,10.75,9.75,12.0,21.5,19.25
4.55,10.75,10.0,12.25,21.5,19.25
4.6000000000000005,10.75,10.0,12.25,21.5,19.25
4.65,10.75,10.0,12.25,21.5,19.25
4.7,11.0,10.25,12.5,21.5,19.25
4.75,11.0,10.25,12.5,21.5,19.5
4.800000000000001,11.0,10.25,12.5,21.5,19.5
4.8500000000000005,11.0,10.25,12.5,21.5,19.5
4.9,11.0,10.25,12.75,21.5,19.5
4.95,11.25,10.25,12.75,21.25,19.5
5.0,11.25,10.5,12.75,21.25,19.5
5.050000000000001,11.25,10.500000000000044,12.75,21.250000000000046,19.5
5.1000000000000005,11.25,10.75,12.75,21.499999999999954,19.5
5.15,11.25,10.75,13.0,21.25,19.5
5.2,11.25,10.75,13.0,21.25,19.5
5.25,11.25,10.75,13.0,21.5,19.5
5.300000000000001,11.5,11.0,13.0,21.25,19.5
5.3500000000000005,11.5,10.999999999999956,13.25,21.25,19.5
5.4,11.5,10.75,13.25,21.25,19.5
5.45,11.5,11.0,13.25,21.25,19.5
5.5,11.5,11.0,13.25,21.25,19.5
5.550000000000001,11.5,11.0,13.25,21.25,19.500000000000046
5.6000000000000005,11.5,11.0,13.5,21.25,19.749999999999954
5.65,11.5,11.0,13.5,21.25,19.5
5.7,11.75,11.25,13.5,21.25,19.5
5.75,11.75,11.25,13.5,21.25,19.5
5.800000000000001,11.75,11.25,13.75,21.25,19.75
5.8500000000000005,11.75,11.250000000000044,13.75,21.25,19.75
5.9,11.75,11.5,13.75,21.25,19.75
5.95,11.75,11.5,13.75,21.25,19.75
6.0,11.75,11.5,13.75,21.25,19.75
6.050000000000001,11.75,11.5,13.75,21.25,19.75
6.1000000000000005,11.75,11.500000000000044,13.75,21.25,19.75
6.15,12.0,11.75,14.0,21.25,19.75
6.2,12.0,11.75,14.0,21.0,19.75
6.25,12.0,11.75,14.0,21.0,19.75
6.300000000000001,12.0,11.75,14.0,21.0,19.75
6.3500000000000005,12.0,11.75,14.0,21.0,19.75
6.4,12.0,11.75,14.0,21.0,19.75
6.45,12.0,12.0,14.25,21.0,19.75
6.5,12.0,12.0,14.25,21.0,19.75
6.550000000000001,12.0,12.0,14.25,21.0,19.75
6.6000000000000005,12.25,12.0,14.25,21.0,19.75
6.65,12.25,12.0,14.25,21.0,19.75
6.7,12.25,12.0,14.25,21.0,19.75
6.75,12.0,12.25,14.25,21.0,19.75
6.800000000000001,12.25,12.25,14.25,21.0,19.75
6.8500000000000005,12.25,12.25,14.25,21.0,19.75
6.9,12.25,12.25,14.5,21.0,19.75
6.95,12.25,12.25,14.5,21.0,19.75
7.0,12.25,12.25,14.5,21.0,19.75
7.050000000000001,12.25,12.5,14.5,20.75,19.75
7.1000000000000005,12.25,12.5,14.5,20.75,19.75
7.15,12.25,12.5,14.5,20.75,19.75
7.2,12.5,12.5,14.5,20.75,19.75
7.25,12.5,12.5,14.5,20.75,19.75
7.300000000000001,12.5,12.5,14.5,20.75,19.75
7.3500000000000005,12.5,12.500000000000044,14.5,20.75,19.75
7.4,12.5,12.75,14.5,20.75,19.75
7.45,12.5,12.75,14.5,20.75,19.75
7.5,12.5,12.75,14.75,20.5,19.75
7.550000000000001,12.5,12.75,14.75,20.75,19.75
7.6000000000000005,12.5,12.75,14.75,20.749999999999954,19.75
7.65,12.5,12.75,14.75,20.5,19.75
7.7,12.5,12.75,14.75,20.5,19.75
7.75,12.5,12.75,14.75,20.5,19.75
7.800000000000001,12.5,12.750000000000044,14.75,20.5,19.75
7.8500000000000005,12.5,13.0,14.75,20.5,19.75
7.9,12.5,13.0,14.75,20.5,19.75
7.95,12.5,13.0,14.5,20.5,19.75
8.0,12.5,13.0,14.5,20.5,19.75
8.05,12.75,13.0,14.75,20.25,19.75
8.1,12.75,13.0,15.0,20.25,19.75
8.15,12.75,13.0,15.0,20.25,19.75
8.200000000000001,12.75,13.0,15.0,20.25,19.75
8.25,12.75,13.0,15.0,20.25,19.75
8.3,12.5,13.0,15.0,20.25,19.75
8.35,12.75,13.25,15.0,20.25,19.75
8.4,12.75,13.25,15.0,20.25,19.75
8.450000000000001,12.75,13.25,15.0,20.25,19.75
8.5,12.75,13.25,15.0,20.25,19.75
8.55,12.75,13.25,15.0,20.25,19.75
8.6,12.75,13.25,15.0,20.25,19.75
8.65,12.75,13.5,15.0,20.25,19.75
8.700000000000001,12.75,13.5,15.0,20.25,19.75
8.75,12.75,13.5,15.0,20.25,19.75
8.8,12.75,13.5,15.0,20.25,19.75
8.85,12.75,13.5,15.0,20.25,19.75
8.9,12.75,13.5,15.0,20.25,19.75
8.950000000000001,12.75,13.5,15.0,20.0,19.75
9.0,12.75,13.5,15.25,20.0,19.75
9.05,12.75,13.5,15.25,20.0,19.75
9.1,12.75,13.5,15.25,20.0,19.75
9.15,12.75,13.5,15.25,20.0,19.75
9.200000000000001,12.75,13.5,15.25,20.0,19.75
9.25,12.75,13.75,15.25,20.0,19.75
9.3,12.75,13.75,15.25,20.0,19.75
9.35,12.75,13.75,15.25,20.0,19.75
9.4,12.75,13.75,15.25,20.0,19.75
9.450000000000001,12.75,13.75,15.25,20.0,19.75
9.5,13.0,13.75,15.25,20.0,19.75
9.55,13.0,13.75,15.25,20.0,19.75
9.600000000000001,13.0,13.75,15.25,20.0,19.75
9.65,13.0,13.75,15.25,19.75,19.75
9.700000000000001,13.0,13.75,15.25,19.75,19.75
9.75,13.0,13.75,15.25,19.75,19.75
9.8,13.0,13.75,15.25,19.75,19.75
9.850000000000001,13.0,13.75,15.25,19.75,19.75
9.9,13.0,13.75,15.25,19.75,19.75
9.950000000000001,12.75,13.75,15.25,19.75,19.75
10.0,13.0,13.75,15.25,19.75,19.75
10.05,13.0,13.75,15.25,19.75,19.75
10.100000000000001,13.0,13.75,15.25,19.75,19.75
10.15,13.0,13.75,15.25,19.5,19.75
10.200000000000001,13.0,13.75,15.5,19.5,19.75
10.25,13.0,13.75,15.5,19.75,19.75
10.3,13.0,13.75,15.5,19.5,19.75
10.350000000000001,13.0,14.0,15.5,19.5,19.75
10.4,13.0,14.0,15.5,19.5,19.75
10.450000000000001,13.0,13.75,15.5,19.5,19.75
10.5,13.0,13.75,15.5,19.5,19.75
10.55,13.0,13.75,15.5,19.5,19.75
10.600000000000001,13.0,14.0,15.5,19.5,19.75
10.65,13.0,14.0,15.5,19.5,19.75
10.700000000000001,13.0,14.0,15.5,19.5,19.75
10.75,13.0,14.0,15.5,19.25,19.75
10.8,13.0,14.0,15.5,19.25,19.75
10.850000000000001,13.0,14.0,15.5,19.5,19.75
10.9,13.0,14.0,15.5,19.25,19.75
10.950000000000001,13.0,14.0,15.5,19.25,19.75
11.0,13.0,14.0,15.5,19.25,19.75
11.05,13.0,14.0,15.5,19.25,19.75
11.100000000000001,13.0,14.25,15.5,19.25,19.75
11.15,13.0,14.25,15.5,19.25,19.75
11.200000000000001,13.0,14.0,15.5,19.25,19.75
11.25,13.0,14.0,15.5,19.25,19.75
11.3,13.0,14.0,15.5,19.25,19.75
11.350000000000001,13.0,14.0,15.5,19.25,19.75
11.4,13.0,14.25,15.5,19.25,19.75
11.450000000000001,13.0,14.25,15.5,19.25,19.75
11.5,13.0,14.25,15.5,19.0,19.75
11.55,13.0,14.25,15.5,19.0,19.75
11.600000000000001,13.0,14.25,15.75,19.0,19.75
11.65,13.0,14.25,15.75,19.25,19.75
11.700000000000001,13.0,14.25,15.75,19.0,19.75
11.75,13.0,14.25,15.5,19.0,19.75
11.8,13.0,14.25,15.5,19.0,19.75
11.850000000000001,13.0,14.25,15.75,19.0,19.75
11.9,13.0,14.25,15.75,19.0,19.75
11.950000000000001,13.0,14.25,15.75,19.0,19.75
12.0,13.0,14.25,15.5,19.0,19.75
12.05,13.0,14.25,15.75,19.0,19.75
12.100000000000001,13.0,14.25,15.75,19.0,19.75
12.15,13.0,14.5,15.75,19.0,19.75
12.200000000000001,13.0,14.5,15.5,19.0,19.75
12.25,13.0,14.25,15.5,18.75,19.75
12.3,13.0,14.25,15.75,18.75,19.75
12.350000000000001,13.0,14.25,15.75,18.75,19.75
12.4,13.0,14.5,15.75,18.75,19.75
12.450000000000001,13.0,14.25,15.75,18.75,19.5
12.5,13.0,14.25,15.75,18.75,19.75
12.55,13.0,14.5,15.75,18.75,19.75
12.600000000000001,13.0,14.25,15.75,18.75,19.75
12.65,13.0,14.25,15.75,18.75,19.75
12.700000000000001,13.0,14.5,15.75,18.75,19.75
12.75,13.0,14.5,15.75,18.75,19.75
12.8,13.0,14.5,15.75,18.75,19.75
12.850000000000001,13.0,14.5,15.75,18.75,19.75
12.9,13.0,14.5,15.75,18.75,19.75
12.950000000000001,13.0,14.5,15.75,18.75,19.75
13.0,13.0,14.5,15.75,18.5,19.5
13.05,13.0,14.5,15.75,18.5,19.5
13.100000000000001,13.0,14.5,15.75,18.5,19.75
13.15,13.0,14.5,15.75,18.5,19.75
13.200000000000001,13.0,14.5,15.75,18.5,19.75
13.25,13.0,14.5,15.75,18.5,19.75
13.3,13.0,14.5,15.75,18.5,19.5
13.350000000000001,13.0,14.5,15.75,18.5,19.5
13.4,13.0,14.5,15.75,18.5,19.5
13.450000000000001,13.0,14.5,15.75,18.25,19.75
13.5,13.0,14.5,15.75,18.5,19.75
13.55,13.0,14.5,15.75,18.5,19.75
13.600000000000001,13.0,14.5,15.75,18.5,19.5
13.65,13.0,14.5,15.75,18.5,19.5
13.700000000000001,13.0,14.75,15.75,18.5,19.5
13.75,13.0,14.75,15.75,18.5,19.75
13.8,13.0,14.75,15.75,18.5,19.75
13.850000000000001,13.0,14.75,15.75,18.5,19.5
13.9,13.0,14.75,15.75,18.25,19.5
13.950000000000001,13.0,14.75,15.75,18.25,19.5
14.0,13.0,14.75,15.75,18.25,19.5
14.05,13.0,14.75,15.75,18.25,19.5
14.100000000000001,13.0,14.75,15.75,18.25,19.5
14.15,13.0,14.75,15.75,18.25,19.5
14.200000000000001,13.0,14.75,15.75,18.25,19.5
14.25,13.0,14.75,15.75,18.25,19.5
14.3,13.0,14.75,15.75,18.25,19.5
14.350000000000001,13.0,14.75,15.75,18.25,19.5
14.4,13.0,14.75,15.75,18.25,19.5
14.450000000000001,13.0,14.75,16.0,18.25,19.5
14.5,13.0,14.75,15.75,18.25,19.5
14.55,13.0,14.75,15.75,18.25,19.5
14.600000000000001,13.0,14.75,16.0,18.25,19.5
14.65,13.0,14.75,16.0,18.25,19.5
14.700000000000001,13.0,14.75,16.0,18.0,19.5
14.75,13.0,14.75,16.0,18.0,19.5
