Time (s),Evaporation rate (atoms/s),Evaporation rate lb (atoms/s),Evaporation rate ub (atoms/s),DiMES temperature (K),Pebble rod temperature (K)
1.745334200000798,1667996236840805.2,436570037100596.25,7181379029452137.0,558.5124572753906,1591.5999524191543
1.7463302000032854,1650366841983809.8,431293801118892.94,7120418128186388.0,557.6939758300781,1591.1401826497192
1.7473252000054345,1694167176035573.0,444399800736162.2,7271899996858576.0,559.7299255371094,1592.2805535448902
1.748321200000646,1675011184531289.2,438669059883999.7,7205639926624958.0,558.8383239746094,1591.7825979297088
1.749316200002795,1652134911535331.8,431823039136408.56,7126531301356198.0,557.7760681152344,1591.1863447615467
1.7503112000049441,1634411170787958.5,426516896187616.7,7065257911326280.0,556.9525512695312,1590.7230465602947
1.7513072000001555,1605931352738508.8,417985979157243.3,6966836326762630.0,555.6230834960937,1589.9757739923064
1.7523022000023047,1604150162518627.0,417452223253788.8,6960682513845343.0,555.5395263671875,1589.928911617111
1.7532982000047923,1597023926836031.5,415316481772890.9,6936064325720060.0,555.2045959472656,1589.7412634002621
1.7542931999996654,1607713146902873.2,418519889165474.7,6972992437086737.0,555.7066101074219,1590.0226365966994
1.7552882000018144,1524756235055614.0,393627080561678.2,6686645213769202.0,551.7164978027344,1587.8211547789617
1.756284200004302,1595243211155063.2,414782728341195.5,6929913244066318.0,555.1207336425781,1589.6943327417762
1.757279199999175,1533434198529488.5,396235067142054.9,6716569045403826.0,552.1474060058594,1588.0536362521102
1.7582752000016626,1469250642474171.0,376914905910388.6,6495478493393494.0,548.8325561523437,1586.3174542491438
1.7592702000038116,1489025163114898.2,382875579088230.8,6563534596484302.0,549.8894409179687,1586.8568941056833
1.7602651999986847,1482377249960147.2,380872537717873.3,6540649228916289.0,549.53818359375,1586.6760649146113
